County,RegionType,StateName,Date,zhvi_single_family_homes_by_county,zhvi_condo_coop_homes_by_county,zhvi_5plus_homes_by_county,zhvi_4_homes_by_county,zhvi_3_homes_by_county,zhvi_2_homes_by_county,zhvi_1_homes_by_county,Year
MONTGOMERY COUNTY,County,TX,2008-03-31,197836.0,127724.0,412152.0,244624.0,160916.0,123012.0,84820.0,2008
GALVESTON COUNTY,County,TX,2008-03-31,167662.0,149838.0,328769.0,216009.0,152896.0,129485.0,110560.0,2008
TRINITY COUNTY,County,TX,2008-03-31,79517.0,,205657.0,119576.0,87406.0,58740.0,43013.0,2008
TRINITY COUNTY,County,TX,2008-04-30,80392.0,,210920.0,118956.0,89049.0,59418.0,42662.0,2008
GALVESTON COUNTY,County,TX,2008-04-30,167812.0,148895.0,328762.0,216001.0,152971.0,129936.0,110370.0,2008
MONTGOMERY COUNTY,County,TX,2008-04-30,198239.0,127683.0,413395.0,244972.0,161129.0,123185.0,85121.0,2008
FORT BEND COUNTY,County,TX,2008-04-30,208265.0,147470.0,363139.0,237406.0,148071.0,124155.0,118269.0,2008
HARRIS COUNTY,County,TX,2008-04-30,144653.0,97168.0,285243.0,178797.0,126918.0,95254.0,77906.0,2008
HARRIS COUNTY,County,TX,2008-05-31,143982.0,96612.0,284717.0,178180.0,126236.0,94588.0,77198.0,2008
FORT BEND COUNTY,County,TX,2008-05-31,207610.0,146997.0,362498.0,236983.0,147432.0,124163.0,118541.0,2008
MONTGOMERY COUNTY,County,TX,2008-05-31,198266.0,127465.0,413517.0,244904.0,160981.0,123275.0,85262.0,2008
GALVESTON COUNTY,County,TX,2008-05-31,167767.0,147670.0,329499.0,215942.0,152887.0,129769.0,109513.0,2008
TRINITY COUNTY,County,TX,2008-05-31,80980.0,,215618.0,118284.0,90357.0,59748.0,42298.0,2008
GALVESTON COUNTY,County,TX,2008-06-30,167438.0,146488.0,329195.0,215636.0,152578.0,129399.0,108190.0,2008
MONTGOMERY COUNTY,County,TX,2008-06-30,197910.0,127578.0,414173.0,244646.0,160539.0,123420.0,85415.0,2008
TRINITY COUNTY,County,TX,2008-06-30,81314.0,,218769.0,118856.0,91345.0,59935.0,41905.0,2008
HARRIS COUNTY,County,TX,2008-06-30,143219.0,96343.0,284186.0,177422.0,125438.0,93915.0,76945.0,2008
FORT BEND COUNTY,County,TX,2008-06-30,207317.0,147036.0,362555.0,236916.0,147068.0,124059.0,118819.0,2008
MONTGOMERY COUNTY,County,TX,2008-07-31,197309.0,127481.0,414752.0,244058.0,160010.0,123242.0,85378.0,2008
GALVESTON COUNTY,County,TX,2008-07-31,166871.0,145483.0,328400.0,215448.0,152076.0,128527.0,106126.0,2008
HARRIS COUNTY,County,TX,2008-07-31,142693.0,96233.0,284089.0,176959.0,124856.0,93324.0,76667.0,2008
FORT BEND COUNTY,County,TX,2008-07-31,206877.0,146914.0,363192.0,236852.0,146524.0,123508.0,119147.0,2008
TRINITY COUNTY,County,TX,2008-07-31,81441.0,,220445.0,119337.0,91974.0,60057.0,41531.0,2008
GALVESTON COUNTY,County,TX,2008-08-31,166210.0,145225.0,327487.0,215151.0,151633.0,127790.0,104676.0,2008
MONTGOMERY COUNTY,County,TX,2008-08-31,195539.0,127034.0,411766.0,241759.0,158641.0,121689.0,84642.0,2008
TRINITY COUNTY,County,TX,2008-08-31,81787.0,,222413.0,120248.0,92915.0,60336.0,41302.0,2008
HARRIS COUNTY,County,TX,2008-08-31,142216.0,96131.0,284082.0,176564.0,124321.0,92766.0,76528.0,2008
FORT BEND COUNTY,County,TX,2008-08-31,206054.0,146337.0,363151.0,236278.0,145717.0,122853.0,118516.0,2008
HARRIS COUNTY,County,TX,2008-09-30,141646.0,95535.0,283697.0,176091.0,123741.0,92023.0,75810.0,2008
FORT BEND COUNTY,County,TX,2008-09-30,205366.0,145415.0,363205.0,235768.0,144935.0,122555.0,118014.0,2008
MONTGOMERY COUNTY,County,TX,2008-09-30,194610.0,126717.0,409533.0,240496.0,157978.0,120424.0,83773.0,2008
GALVESTON COUNTY,County,TX,2008-09-30,165739.0,145351.0,326771.0,215066.0,151301.0,127200.0,104250.0,2008
TRINITY COUNTY,County,TX,2008-09-30,82194.0,,224333.0,121487.0,93881.0,60577.0,41202.0,2008
HARRIS COUNTY,County,TX,2008-10-31,141129.0,95147.0,283012.0,175560.0,123217.0,91654.0,75404.0,2008
FORT BEND COUNTY,County,TX,2008-10-31,204201.0,144302.0,360444.0,234614.0,143991.0,122258.0,117224.0,2008
MONTGOMERY COUNTY,County,TX,2008-10-31,194272.0,126861.0,408129.0,239788.0,157636.0,119670.0,83121.0,2008
GALVESTON COUNTY,County,TX,2008-10-31,165421.0,145585.0,326407.0,214614.0,151042.0,127269.0,105021.0,2008
TRINITY COUNTY,County,TX,2008-10-31,82726.0,,226010.0,122912.0,95190.0,60800.0,41253.0,2008
TRINITY COUNTY,County,TX,2008-11-30,83181.0,,227479.0,124229.0,96281.0,61003.0,41313.0,2008
GALVESTON COUNTY,County,TX,2008-11-30,165021.0,145243.0,324668.0,214087.0,150547.0,127063.0,104962.0,2008
HARRIS COUNTY,County,TX,2008-11-30,140298.0,94241.0,281521.0,174607.0,122464.0,90978.0,74287.0,2008
FORT BEND COUNTY,County,TX,2008-11-30,203227.0,143365.0,357656.0,233667.0,143162.0,121704.0,116353.0,2008
MONTGOMERY COUNTY,County,TX,2008-11-30,193970.0,126690.0,407452.0,239483.0,157293.0,119396.0,82700.0,2008
HARRIS COUNTY,County,TX,2008-12-31,139361.0,93729.0,279632.0,173468.0,121623.0,90367.0,73787.0,2008
FORT BEND COUNTY,County,TX,2008-12-31,202112.0,142630.0,354468.0,232566.0,142360.0,120747.0,115152.0,2008
MONTGOMERY COUNTY,County,TX,2008-12-31,193521.0,126594.0,406320.0,238800.0,156769.0,119018.0,82152.0,2008
GALVESTON COUNTY,County,TX,2008-12-31,164561.0,144086.0,323224.0,213508.0,150045.0,126793.0,103997.0,2008
TRINITY COUNTY,County,TX,2008-12-31,84235.0,,227617.0,124898.0,96221.0,61374.0,41551.0,2008
TRINITY COUNTY,County,TX,2009-01-31,84121.0,,226716.0,125689.0,94626.0,61159.0,41111.0,2009
MONTGOMERY COUNTY,County,TX,2009-01-31,192875.0,126086.0,404945.0,238240.0,156198.0,118356.0,81458.0,2009
GALVESTON COUNTY,County,TX,2009-01-31,163812.0,142770.0,321740.0,213126.0,149466.0,125723.0,101945.0,2009
HARRIS COUNTY,County,TX,2009-01-31,138737.0,93262.0,278949.0,172838.0,121042.0,89648.0,73337.0,2009
FORT BEND COUNTY,County,TX,2009-01-31,201439.0,141830.0,353393.0,231970.0,141814.0,120136.0,113185.0,2009
HARRIS COUNTY,County,TX,2009-02-28,138823.0,93456.0,279492.0,173053.0,121081.0,89491.0,73694.0,2009
FORT BEND COUNTY,County,TX,2009-02-28,201335.0,141631.0,353416.0,232045.0,141646.0,119899.0,112139.0,2009
MONTGOMERY COUNTY,County,TX,2009-02-28,192888.0,126022.0,404682.0,238423.0,156096.0,118361.0,81328.0,2009
GALVESTON COUNTY,County,TX,2009-02-28,163188.0,141476.0,321851.0,212801.0,149074.0,124597.0,100135.0,2009
TRINITY COUNTY,County,TX,2009-02-28,84015.0,,225853.0,126403.0,93152.0,60942.0,40841.0,2009
TRINITY COUNTY,County,TX,2009-03-31,82453.0,,222640.0,127035.0,91202.0,60179.0,40373.0,2009
MONTGOMERY COUNTY,County,TX,2009-03-31,192883.0,126196.0,405001.0,238871.0,156094.0,118403.0,81325.0,2009
GALVESTON COUNTY,County,TX,2009-03-31,162556.0,140213.0,322034.0,212495.0,148571.0,123328.0,98963.0,2009
HARRIS COUNTY,County,TX,2009-03-31,138942.0,93373.0,280297.0,173367.0,121121.0,89259.0,73606.0,2009
FORT BEND COUNTY,County,TX,2009-03-31,201582.0,141771.0,353729.0,232424.0,141731.0,120089.0,111692.0,2009
HARRIS COUNTY,County,TX,2009-04-30,138860.0,93289.0,280192.0,173444.0,120963.0,89031.0,73519.0,2009
FORT BEND COUNTY,County,TX,2009-04-30,202143.0,142068.0,354817.0,233234.0,141970.0,120130.0,111618.0,2009
MONTGOMERY COUNTY,County,TX,2009-04-30,192715.0,126330.0,404776.0,239009.0,155980.0,118238.0,81167.0,2009
GALVESTON COUNTY,County,TX,2009-04-30,161684.0,138987.0,321061.0,211681.0,147870.0,121819.0,97841.0,2009
TRINITY COUNTY,County,TX,2009-04-30,81888.0,,218419.0,127673.0,90512.0,59884.0,40434.0,2009
GALVESTON COUNTY,County,TX,2009-05-31,161267.0,137571.0,320292.0,211506.0,147530.0,120756.0,96707.0,2009
HARRIS COUNTY,County,TX,2009-05-31,138823.0,93100.0,280255.0,173602.0,120843.0,88787.0,73293.0,2009
FORT BEND COUNTY,County,TX,2009-05-31,202198.0,141900.0,354802.0,233290.0,141831.0,120117.0,111409.0,2009
MONTGOMERY COUNTY,County,TX,2009-05-31,192361.0,126245.0,404756.0,238897.0,155743.0,117703.0,80803.0,2009
TRINITY COUNTY,County,TX,2009-05-31,81314.0,,213870.0,128023.0,89571.0,59787.0,40455.0,2009
TRINITY COUNTY,County,TX,2009-06-30,81468.0,,211039.0,128146.0,89847.0,60226.0,40837.0,2009
GALVESTON COUNTY,County,TX,2009-06-30,161390.0,136550.0,320515.0,212094.0,147735.0,120346.0,96046.0,2009
HARRIS COUNTY,County,TX,2009-06-30,139100.0,93174.0,280536.0,174101.0,121043.0,88765.0,73296.0,2009
FORT BEND COUNTY,County,TX,2009-06-30,202283.0,141386.0,354693.0,233419.0,141705.0,120130.0,110714.0,2009
MONTGOMERY COUNTY,County,TX,2009-06-30,192147.0,125896.0,404019.0,238845.0,155578.0,117162.0,80386.0,2009
HARRIS COUNTY,County,TX,2009-07-31,139595.0,93289.0,281177.0,174814.0,121469.0,88882.0,73454.0,2009
FORT BEND COUNTY,County,TX,2009-07-31,202843.0,141295.0,354387.0,233811.0,142056.0,120325.0,109909.0,2009
MONTGOMERY COUNTY,County,TX,2009-07-31,192188.0,125680.0,403247.0,239136.0,155544.0,116928.0,80219.0,2009
GALVESTON COUNTY,County,TX,2009-07-31,161799.0,135602.0,321186.0,212672.0,148191.0,120203.0,95974.0,2009
TRINITY COUNTY,County,TX,2009-07-31,81612.0,,209172.0,128117.0,90352.0,60560.0,41207.0,2009
TRINITY COUNTY,County,TX,2009-08-31,81517.0,,206609.0,127646.0,90431.0,60706.0,41432.0,2009
GALVESTON COUNTY,County,TX,2009-08-31,161906.0,133906.0,319769.0,212379.0,148327.0,120234.0,95518.0,2009
MONTGOMERY COUNTY,County,TX,2009-08-31,192795.0,126205.0,403646.0,240243.0,155985.0,117674.0,80744.0,2009
FORT BEND COUNTY,County,TX,2009-08-31,203486.0,141106.0,354321.0,234322.0,142421.0,120286.0,109372.0,2009
HARRIS COUNTY,County,TX,2009-08-31,139904.0,93284.0,281318.0,175301.0,121737.0,88894.0,73389.0,2009
HARRIS COUNTY,County,TX,2009-09-30,139962.0,93134.0,281300.0,175460.0,121793.0,88695.0,73016.0,2009
FORT BEND COUNTY,County,TX,2009-09-30,203917.0,141307.0,353666.0,234713.0,142716.0,120197.0,108950.0,2009
MONTGOMERY COUNTY,County,TX,2009-09-30,192788.0,126577.0,403205.0,240456.0,155957.0,118222.0,81681.0,2009
GALVESTON COUNTY,County,TX,2009-09-30,161838.0,131854.0,317850.0,211454.0,148297.0,120127.0,93996.0,2009
TRINITY COUNTY,County,TX,2009-09-30,81019.0,,204667.0,126580.0,89837.0,60478.0,41321.0,2009
GALVESTON COUNTY,County,TX,2009-10-31,161850.0,129359.0,316545.0,211148.0,148305.0,119884.0,91406.0,2009
MONTGOMERY COUNTY,County,TX,2009-10-31,192480.0,126766.0,402527.0,240370.0,155783.0,118600.0,82725.0,2009
TRINITY COUNTY,County,TX,2009-10-31,80674.0,,204520.0,126093.0,89266.0,60552.0,41245.0,2009
HARRIS COUNTY,County,TX,2009-10-31,139655.0,92906.0,280619.0,175176.0,121517.0,88333.0,72513.0,2009
FORT BEND COUNTY,County,TX,2009-10-31,204564.0,141650.0,354384.0,235438.0,143062.0,120271.0,108942.0,2009
HARRIS COUNTY,County,TX,2009-11-30,139753.0,92995.0,281107.0,175481.0,121552.0,88140.0,72194.0,2009
FORT BEND COUNTY,County,TX,2009-11-30,205255.0,142358.0,355397.0,236336.0,143551.0,120702.0,109261.0,2009
MONTGOMERY COUNTY,County,TX,2009-11-30,192402.0,126586.0,402064.0,240382.0,155831.0,118397.0,82686.0,2009
GALVESTON COUNTY,County,TX,2009-11-30,162100.0,128290.0,317717.0,211593.0,148597.0,119653.0,90028.0,2009
TRINITY COUNTY,County,TX,2009-11-30,80531.0,,205311.0,126389.0,89158.0,60515.0,41160.0,2009
GALVESTON COUNTY,County,TX,2009-12-31,162395.0,127738.0,319056.0,212325.0,148886.0,119326.0,89302.0,2009
MONTGOMERY COUNTY,County,TX,2009-12-31,192565.0,126685.0,402301.0,240740.0,156065.0,118417.0,82657.0,2009
TRINITY COUNTY,County,TX,2009-12-31,79240.0,,206143.0,127534.0,90610.0,60218.0,40861.0,2009
HARRIS COUNTY,County,TX,2009-12-31,139975.0,93137.0,281907.0,175941.0,121691.0,88104.0,72215.0,2009
FORT BEND COUNTY,County,TX,2009-12-31,205864.0,142732.0,357055.0,237093.0,143920.0,121283.0,109699.0,2009
HARRIS COUNTY,County,TX,2010-01-31,140085.0,93116.0,282446.0,176211.0,121741.0,88090.0,72200.0,2010
FORT BEND COUNTY,County,TX,2010-01-31,206087.0,143066.0,357597.0,237453.0,144072.0,121611.0,110585.0,2010
MONTGOMERY COUNTY,County,TX,2010-01-31,192873.0,126739.0,403046.0,240972.0,156279.0,118541.0,82429.0,2010
GALVESTON COUNTY,County,TX,2010-01-31,163350.0,128265.0,320710.0,213297.0,149650.0,119857.0,89703.0,2010
TRINITY COUNTY,County,TX,2010-01-31,78254.0,,205231.0,127435.0,93631.0,60075.0,41292.0,2010
TRINITY COUNTY,County,TX,2010-02-28,77156.0,,204044.0,126617.0,96472.0,59922.0,41608.0,2010
HARRIS COUNTY,County,TX,2010-02-28,139964.0,92858.0,282434.0,176156.0,121570.0,87882.0,72088.0,2010
FORT BEND COUNTY,County,TX,2010-02-28,206337.0,143199.0,358089.0,237849.0,144224.0,121801.0,111036.0,2010
MONTGOMERY COUNTY,County,TX,2010-02-28,192688.0,126596.0,403093.0,240651.0,156084.0,118252.0,82000.0,2010
GALVESTON COUNTY,County,TX,2010-02-28,164819.0,128577.0,323008.0,215130.0,150881.0,120545.0,89218.0,2010
TRINITY COUNTY,County,TX,2010-03-31,77939.0,,204483.0,128460.0,99292.0,60313.0,42316.0,2010
GALVESTON COUNTY,County,TX,2010-03-31,165850.0,128544.0,323812.0,216407.0,151821.0,121012.0,88253.0,2010
MONTGOMERY COUNTY,County,TX,2010-03-31,192548.0,126165.0,402661.0,240352.0,155887.0,117794.0,81197.0,2010
FORT BEND COUNTY,County,TX,2010-03-31,207326.0,143643.0,359227.0,238937.0,144778.0,122169.0,111752.0,2010
HARRIS COUNTY,County,TX,2010-03-31,140136.0,92663.0,282692.0,176389.0,121685.0,87891.0,71860.0,2010
HARRIS COUNTY,County,TX,2010-04-30,140427.0,92426.0,283204.0,176697.0,121931.0,87905.0,71599.0,2010
FORT BEND COUNTY,County,TX,2010-04-30,207817.0,143819.0,359483.0,239433.0,144963.0,122239.0,112037.0,2010
MONTGOMERY COUNTY,County,TX,2010-04-30,192416.0,125953.0,402825.0,240199.0,155811.0,117245.0,80467.0,2010
GALVESTON COUNTY,County,TX,2010-04-30,166157.0,127591.0,323787.0,217019.0,152107.0,121093.0,86818.0,2010
TRINITY COUNTY,County,TX,2010-04-30,78057.0,,204747.0,130393.0,99934.0,60245.0,42259.0,2010
TRINITY COUNTY,County,TX,2010-05-31,78509.0,,205686.0,133083.0,101174.0,60376.0,42314.0,2010
GALVESTON COUNTY,County,TX,2010-05-31,165648.0,126654.0,321952.0,216351.0,151590.0,120805.0,85826.0,2010
FORT BEND COUNTY,County,TX,2010-05-31,208429.0,144003.0,360049.0,239963.0,145221.0,122405.0,112194.0,2010
HARRIS COUNTY,County,TX,2010-05-31,140477.0,92129.0,283336.0,176669.0,122012.0,87889.0,71258.0,2010
MONTGOMERY COUNTY,County,TX,2010-05-31,192581.0,125906.0,403544.0,240344.0,155954.0,117051.0,80128.0,2010
HARRIS COUNTY,County,TX,2010-06-30,139940.0,91458.0,282595.0,176026.0,121537.0,87501.0,70598.0,2010
FORT BEND COUNTY,County,TX,2010-06-30,208209.0,143856.0,359455.0,239590.0,144945.0,122188.0,112315.0,2010
MONTGOMERY COUNTY,County,TX,2010-06-30,192707.0,125979.0,404574.0,240520.0,156093.0,116934.0,79746.0,2010
GALVESTON COUNTY,County,TX,2010-06-30,165078.0,125608.0,320621.0,215302.0,150928.0,120445.0,84849.0,2010
TRINITY COUNTY,County,TX,2010-06-30,78196.0,,206049.0,132630.0,100491.0,59759.0,41789.0,2010
GALVESTON COUNTY,County,TX,2010-07-31,164116.0,124574.0,318259.0,213824.0,149930.0,119787.0,83895.0,2010
MONTGOMERY COUNTY,County,TX,2010-07-31,192636.0,125782.0,405185.0,240526.0,156046.0,116760.0,79139.0,2010
TRINITY COUNTY,County,TX,2010-07-31,78007.0,,206642.0,132477.0,99755.0,59303.0,41354.0,2010
HARRIS COUNTY,County,TX,2010-07-31,138756.0,90588.0,280927.0,174718.0,120445.0,86667.0,69645.0,2010
FORT BEND COUNTY,County,TX,2010-07-31,207515.0,143384.0,358446.0,238816.0,144323.0,121653.0,112126.0,2010
HARRIS COUNTY,County,TX,2010-08-31,137290.0,89528.0,278554.0,173050.0,119125.0,85621.0,68851.0,2010
FORT BEND COUNTY,County,TX,2010-08-31,206740.0,143062.0,357453.0,237974.0,143696.0,120997.0,111935.0,2010
MONTGOMERY COUNTY,County,TX,2010-08-31,192420.0,125128.0,406235.0,240369.0,155756.0,116377.0,78313.0,2010
GALVESTON COUNTY,County,TX,2010-08-31,163296.0,123611.0,317541.0,213053.0,149049.0,118845.0,82640.0,2010
TRINITY COUNTY,County,TX,2010-08-31,77580.0,,206521.0,132044.0,98619.0,58718.0,40985.0,2010
GALVESTON COUNTY,County,TX,2010-09-30,162394.0,122419.0,316263.0,212586.0,148116.0,117586.0,81313.0,2010
MONTGOMERY COUNTY,County,TX,2010-09-30,191896.0,124353.0,405787.0,239819.0,155178.0,115647.0,77148.0,2010
TRINITY COUNTY,County,TX,2010-09-30,77443.0,,203933.0,131730.0,98440.0,58697.0,41057.0,2010
HARRIS COUNTY,County,TX,2010-09-30,136299.0,88792.0,277016.0,171966.0,118190.0,84800.0,68341.0,2010
FORT BEND COUNTY,County,TX,2010-09-30,205459.0,141757.0,355631.0,236545.0,142794.0,119898.0,110889.0,2010
HARRIS COUNTY,County,TX,2010-10-31,135759.0,88267.0,276327.0,171433.0,117662.0,84286.0,68152.0,2010
FORT BEND COUNTY,County,TX,2010-10-31,204313.0,140288.0,354365.0,235265.0,141945.0,119029.0,109628.0,2010
MONTGOMERY COUNTY,County,TX,2010-10-31,191545.0,123805.0,405564.0,239505.0,154712.0,114876.0,76199.0,2010
GALVESTON COUNTY,County,TX,2010-10-31,161731.0,121490.0,315093.0,212297.0,147464.0,116424.0,80062.0,2010
TRINITY COUNTY,County,TX,2010-10-31,76873.0,,197353.0,131118.0,97655.0,58486.0,40753.0,2010
HARRIS COUNTY,County,TX,2010-11-30,135704.0,87970.0,276503.0,171441.0,117542.0,84059.0,68039.0,2010
FORT BEND COUNTY,County,TX,2010-11-30,203002.0,138565.0,352661.0,233732.0,140955.0,118118.0,108499.0,2010
MONTGOMERY COUNTY,County,TX,2010-11-30,191131.0,123819.0,404919.0,239227.0,154246.0,114442.0,76404.0,2010
GALVESTON COUNTY,County,TX,2010-11-30,160881.0,120085.0,312157.0,211229.0,146658.0,115363.0,78860.0,2010
TRINITY COUNTY,County,TX,2010-11-30,76046.0,,188852.0,129801.0,96321.0,58419.0,40545.0,2010
GALVESTON COUNTY,County,TX,2010-12-31,160107.0,119108.0,309675.0,209968.0,145933.0,114714.0,78186.0,2010
MONTGOMERY COUNTY,County,TX,2010-12-31,190549.0,123389.0,404872.0,238816.0,153668.0,113916.0,76594.0,2010
TRINITY COUNTY,County,TX,2010-12-31,75641.0,,182712.0,129187.0,94742.0,58349.0,40376.0,2010
HARRIS COUNTY,County,TX,2010-12-31,135437.0,87573.0,276152.0,171195.0,117248.0,83770.0,67896.0,2010
FORT BEND COUNTY,County,TX,2010-12-31,202459.0,138028.0,352018.0,233084.0,140465.0,117809.0,108172.0,2010
HARRIS COUNTY,County,TX,2011-01-31,134978.0,87147.0,275352.0,170776.0,116778.0,83282.0,67578.0,2011
FORT BEND COUNTY,County,TX,2011-01-31,202191.0,137753.0,351168.0,232563.0,140037.0,117599.0,107510.0,2011
MONTGOMERY COUNTY,County,TX,2011-01-31,189775.0,122892.0,404057.0,238007.0,153009.0,113251.0,76433.0,2011
GALVESTON COUNTY,County,TX,2011-01-31,158716.0,117665.0,307472.0,208240.0,144686.0,113542.0,77258.0,2011
TRINITY COUNTY,County,TX,2011-01-31,76928.0,,181738.0,128698.0,93173.0,58888.0,40482.0,2011
GALVESTON COUNTY,County,TX,2011-02-28,156605.0,115997.0,304604.0,205604.0,142814.0,111964.0,76222.0,2011
MONTGOMERY COUNTY,County,TX,2011-02-28,188643.0,122072.0,402143.0,236683.0,152172.0,112323.0,75585.0,2011
TRINITY COUNTY,County,TX,2011-02-28,78498.0,,184094.0,129291.0,91953.0,59315.0,40461.0,2011
HARRIS COUNTY,County,TX,2011-02-28,134207.0,86612.0,274148.0,170029.0,116049.0,82707.0,67000.0,2011
FORT BEND COUNTY,County,TX,2011-02-28,201729.0,137453.0,349987.0,231846.0,139464.0,117426.0,106663.0,2011
FORT BEND COUNTY,County,TX,2011-03-31,200277.0,136473.0,348029.0,230225.0,138282.0,116582.0,105512.0,2011
MONTGOMERY COUNTY,County,TX,2011-03-31,187923.0,121787.0,400836.0,235795.0,151642.0,111818.0,75354.0,2011
GALVESTON COUNTY,County,TX,2011-03-31,154950.0,114921.0,303285.0,203911.0,141363.0,110722.0,75261.0,2011
TRINITY COUNTY,County,TX,2011-03-31,79739.0,,184908.0,127832.0,91131.0,59740.0,40327.0,2011
HARRIS COUNTY,County,TX,2011-03-31,133030.0,85968.0,272518.0,168888.0,114931.0,81770.0,66272.0,2011
HARRIS COUNTY,County,TX,2011-04-30,132058.0,85565.0,271431.0,168068.0,113967.0,81062.0,65853.0,2011
FORT BEND COUNTY,County,TX,2011-04-30,198781.0,135449.0,346275.0,228663.0,137251.0,115569.0,104801.0,2011
MONTGOMERY COUNTY,County,TX,2011-04-30,187156.0,121397.0,399398.0,234958.0,150952.0,111439.0,75302.0,2011
GALVESTON COUNTY,County,TX,2011-04-30,154236.0,114481.0,302512.0,203148.0,140707.0,110067.0,74869.0,2011
TRINITY COUNTY,County,TX,2011-04-30,79572.0,,184043.0,125718.0,90981.0,59555.0,40178.0,2011
GALVESTON COUNTY,County,TX,2011-05-31,154017.0,114111.0,302373.0,203019.0,140528.0,109904.0,74702.0,2011
TRINITY COUNTY,County,TX,2011-05-31,79476.0,51988.0,181937.0,123363.0,90854.0,59513.0,40158.0,2011
MONTGOMERY COUNTY,County,TX,2011-05-31,186614.0,121278.0,398192.0,234471.0,150437.0,111190.0,75314.0,2011
HARRIS COUNTY,County,TX,2011-05-31,131274.0,85389.0,270546.0,167441.0,113154.0,80415.0,65771.0,2011
FORT BEND COUNTY,County,TX,2011-05-31,197362.0,134508.0,344598.0,227349.0,136363.0,114575.0,104625.0,2011
HARRIS COUNTY,County,TX,2011-06-30,130914.0,85397.0,270451.0,167216.0,112711.0,80180.0,65932.0,2011
FORT BEND COUNTY,County,TX,2011-06-30,196865.0,134331.0,344178.0,226999.0,136112.0,114204.0,104852.0,2011
MONTGOMERY COUNTY,County,TX,2011-06-30,186245.0,121026.0,397622.0,233992.0,150061.0,110941.0,75112.0,2011
GALVESTON COUNTY,County,TX,2011-06-30,153485.0,113804.0,301244.0,202305.0,140022.0,109473.0,74579.0,2011
TRINITY COUNTY,County,TX,2011-06-30,79174.0,51856.0,180143.0,122630.0,90723.0,59512.0,40377.0,2011
GALVESTON COUNTY,County,TX,2011-07-31,152946.0,113048.0,300780.0,201717.0,139502.0,109065.0,73997.0,2011
MONTGOMERY COUNTY,County,TX,2011-07-31,186123.0,120902.0,397896.0,233821.0,149900.0,110546.0,74952.0,2011
TRINITY COUNTY,County,TX,2011-07-31,79141.0,51722.0,178959.0,122692.0,90666.0,59514.0,40577.0,2011
HARRIS COUNTY,County,TX,2011-07-31,130818.0,85445.0,270653.0,167194.0,112500.0,80190.0,66213.0,2011
FORT BEND COUNTY,County,TX,2011-07-31,196566.0,134259.0,344020.0,226802.0,135915.0,114123.0,105040.0,2011
HARRIS COUNTY,County,TX,2011-08-31,130986.0,85692.0,271514.0,167533.0,112477.0,80469.0,66459.0,2011
FORT BEND COUNTY,County,TX,2011-08-31,196213.0,134204.0,343422.0,226579.0,135683.0,114083.0,105342.0,2011
MONTGOMERY COUNTY,County,TX,2011-08-31,186223.0,120814.0,398199.0,233774.0,150021.0,110069.0,74823.0,2011
GALVESTON COUNTY,County,TX,2011-08-31,152555.0,112780.0,300102.0,201171.0,139123.0,108604.0,73551.0,2011
TRINITY COUNTY,County,TX,2011-08-31,79035.0,51450.0,177766.0,122893.0,90770.0,59419.0,40668.0,2011
HARRIS COUNTY,County,TX,2011-09-30,131033.0,85890.0,272042.0,167741.0,112397.0,80674.0,66622.0,2011
FORT BEND COUNTY,County,TX,2011-09-30,196196.0,134303.0,343818.0,226760.0,135574.0,114364.0,106129.0,2011
MONTGOMERY COUNTY,County,TX,2011-09-30,186733.0,121170.0,399784.0,234418.0,150435.0,110091.0,75211.0,2011
GALVESTON COUNTY,County,TX,2011-09-30,152450.0,112714.0,300479.0,200961.0,138986.0,108497.0,73576.0,2011
TRINITY COUNTY,County,TX,2011-09-30,79170.0,51118.0,177924.0,123787.0,90830.0,59400.0,40629.0,2011
TRINITY COUNTY,County,TX,2011-10-31,78825.0,49891.0,179896.0,122353.0,89701.0,58392.0,40770.0,2011
GALVESTON COUNTY,County,TX,2011-10-31,152534.0,113284.0,300931.0,200790.0,139006.0,108652.0,74348.0,2011
MONTGOMERY COUNTY,County,TX,2011-10-31,187048.0,121363.0,400684.0,234706.0,150714.0,110241.0,75590.0,2011
HARRIS COUNTY,County,TX,2011-10-31,131077.0,85972.0,272525.0,167919.0,112337.0,80654.0,66699.0,2011
FORT BEND COUNTY,County,TX,2011-10-31,196337.0,134742.0,344179.0,227063.0,135671.0,114613.0,107405.0,2011
HARRIS COUNTY,County,TX,2011-11-30,130323.0,85581.0,271378.0,167101.0,111623.0,80179.0,66655.0,2011
FORT BEND COUNTY,County,TX,2011-11-30,196720.0,135183.0,345705.0,227570.0,135837.0,114916.0,108333.0,2011
MONTGOMERY COUNTY,County,TX,2011-11-30,186852.0,121094.0,400634.0,234461.0,150497.0,110160.0,75253.0,2011
GALVESTON COUNTY,County,TX,2011-11-30,152589.0,113614.0,302236.0,200943.0,138973.0,108960.0,75007.0,2011
TRINITY COUNTY,County,TX,2011-11-30,78542.0,48708.0,182385.0,120733.0,88562.0,57331.0,40924.0,2011
HARRIS COUNTY,County,TX,2011-12-31,129890.0,85418.0,271026.0,166650.0,111160.0,79837.0,66765.0,2011
FORT BEND COUNTY,County,TX,2011-12-31,196743.0,135040.0,345978.0,227566.0,135728.0,114794.0,108657.0,2011
MONTGOMERY COUNTY,County,TX,2011-12-31,186933.0,121027.0,400467.0,234549.0,150521.0,110024.0,74824.0,2011
